"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160906,2016-09-06,209742,CME ,00,209 ,  332121,   22099,  153481,    5888,   88579,   27040,    4371,  145683,   73632,   20532,   11135,   13863,    3730,  302017,  302536,   30104,   29585,    4486,    1153,    3479,    1281,    -559,     132,    -174,    1574,   -5419,    1713,    -377,    1139,     277,    4889,    2428,    -403,    2058,  100.0,    6.7,   46.2,    1.8,   26.7,    8.1,    1.3,   43.9,   22.2,    6.2,    3.4,    4.2,    1.1,   90.9,   91.1,    9.1,    8.9,    274,     12,     29,     14,     49,     16,     12,     73,     54,     26,     18,     23,      7,    179,    154,    21.9,    28.9,    34.3,    45.6,    21.8,    28.6,    34.1,    45.2,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160830,2016-08-30,209742,CME ,00,209 ,  327635,   20946,  150002,    4606,   89138,   26908,    4545,  144109,   79052,   18819,   11512,   12724,    3453,  297129,  300108,   30506,   27527,    6742,    1800,    -200,     818,    2944,    -169,     135,    3173,    8162,    -952,     243,    -456,    -472,    7689,    6866,    -947,    -124,  100.0,    6.4,   45.8,    1.4,   27.2,    8.2,    1.4,   44.0,   24.1,    5.7,    3.5,    3.9,    1.1,   90.7,   91.6,    9.3,    8.4,    272,     11,     25,     10,     49,     18,     12,     66,     61,     26,     19,     23,      6,    173,    153,    22.1,    29.0,    34.8,    45.7,    22.1,    28.7,    34.5,    45.4,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160823,2016-08-23,209742,CME ,00,209 ,  320893,   19146,  150202,    3788,   86194,   27077,    4410,  140936,   70890,   19770,   11270,   13180,    3925,  289440,  293243,   31453,   27650,    -448,    1068,    5804,     222,   -1130,     194,     299,    2474,   -2698,    -675,    -288,   -1048,    -271,    1699,    1828,   -2147,   -2276,  100.0,    6.0,   46.8,    1.2,   26.9,    8.4,    1.4,   43.9,   22.1,    6.2,    3.5,    4.1,    1.2,   90.2,   91.4,    9.8,    8.6,    263,      8,     28,      8,     50,     18,     12,     65,     51,     25,     17,     25,      6,    167,    147,    22.0,    27.2,    34.1,    44.0,    22.0,    27.0,    33.9,    43.7,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160816,2016-08-16,209742,CME ,00,209 ,  321341,   18078,  144398,    3566,   87324,   26883,    4111,  138463,   73588,   20445,   11558,   14228,    4196,  287740,  291415,   33601,   29926,    7863,    -341,   -2446,    -361,    2043,      42,     145,    1766,    2736,      97,     202,    2207,     464,    4014,    2884,    3849,    4979,  100.0,    5.6,   44.9,    1.1,   27.2,    8.4,    1.3,   43.1,   22.9,    6.4,    3.6,    4.4,    1.3,   89.5,   90.7,   10.5,    9.3,    258,      9,     28,      9,     49,     19,     13,     65,     47,     21,     20,     21,      8,    168,    141,    21.6,    26.0,    34.8,    41.1,    21.6,    25.9,    34.5,    40.9,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160809,2016-08-09,209742,CME ,00,209 ,  313478,   18419,  146844,    3928,   85281,   26841,    3966,  136697,   70851,   20348,   11355,   12021,    3732,  283726,  288531,   29752,   24947,    7536,   -1436,     219,     575,    1911,     289,     330,    2760,    3609,    2316,    -960,     272,     421,    5916,    8031,    1620,    -495,  100.0,    5.9,   46.8,    1.3,   27.2,    8.6,    1.3,   43.6,   22.6,    6.5,    3.6,    3.8,    1.2,   90.5,   92.0,    9.5,    8.0,    250,      9,     27,      9,     48,     18,     14,     65,     44,     22,     18,     21,      6,    166,    135,    23.0,    27.1,    36.5,    43.7,    23.0,    27.0,    36.2,    43.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160802,2016-08-02,209742,CME ,00,209 ,  305942,   19855,  146625,    3352,   83370,   26552,    3636,  133937,   67243,   18033,   12315,   11748,    3311,  277810,  280500,   28132,   25442,   11104,     305,   -1741,     163,   -3142,     412,     302,   10219,    7303,    1276,    1413,    1169,     145,   10680,    9028,     424,    2076,  100.0,    6.5,   47.9,    1.1,   27.3,    8.7,    1.2,   43.8,   22.0,    5.9,    4.0,    3.8,    1.1,   90.8,   91.7,    9.2,    8.3,    255,      8,     28,      8,     49,     17,     15,     61,     50,     26,     21,     21,      7,    163,    148,    23.1,    27.3,    36.6,    43.0,    23.1,    27.3,    36.2,    43.0,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160726,2016-07-26,209742,CME ,00,209 ,  294838,   19550,  148366,    3189,   86512,   26140,    3334,  123718,   59940,   16757,   10902,   10579,    3166,  267129,  271471,   27709,   23367,   26097,    -883,   18931,     419,   10283,   -1274,    -719,   13285,    4876,    2825,     390,    -323,     249,   25849,   24984,     248,    1113,  100.0,    6.6,   50.3,    1.1,   29.3,    8.9,    1.1,   42.0,   20.3,    5.7,    3.7,    3.6,    1.1,   90.6,   92.1,    9.4,    7.9,    239,      9,     27,      8,     43,     18,     13,     57,     44,     24,     19,     22,      5,    149,    140,    24.1,    27.2,    38.4,    42.5,    24.1,    27.2,    38.0,    42.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160719,2016-07-19,209742,CME ,00,209 ,  268741,   20433,  129435,    2770,   76229,   27414,    4053,  110433,   55064,   13932,   10513,   10902,    2917,  241280,  246488,   27461,   22253,   17803,   -2533,   28383,     776,   -3099,   -1196,     625,   24742,   -2259,   -4269,     760,    -330,    -843,   16159,   20887,    1644,   -3084,  100.0,    7.6,   48.2,    1.0,   28.4,   10.2,    1.5,   41.1,   20.5,    5.2,    3.9,    4.1,    1.1,   89.8,   91.7,   10.2,    8.3,    228,      7,     28,      4,     40,     20,     10,     52,     43,     21,     21,     17,      5,    136,    132,    25.6,    25.2,    37.7,    40.5,    25.2,    25.2,    37.3,    40.1,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160712,2016-07-12,209742,CME ,00,209 ,  250938,   22966,  101052,    1994,   79328,   28610,    3428,   85691,   57324,   18201,    9753,   11232,    3760,  225122,  225601,   25816,   25337,   36197,   -1980,   20963,     195,    5587,   -3138,    -618,   20007,   12220,    5099,     813,     571,    1037,   30139,   36329,    6058,    -132,  100.0,    9.2,   40.3,    0.8,   31.6,   11.4,    1.4,   34.1,   22.8,    7.3,    3.9,    4.5,    1.5,   89.7,   89.9,   10.3,   10.1,    218,      7,     24,.,     42,     19,     10,     38,     51,     25,     17,     20,      4,    128,    132,    27.9,    24.4,    37.7,    37.3,    27.8,    24.3,    37.5,    36.9,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160705,2016-07-05,209742,CME ,00,209 ,  214741,   24946,   80089,    1800,   73741,   31748,    4046,   65684,   45103,   13102,    8940,   10662,    2722,  194983,  189272,   19758,   25469,   -5349,   -5621,   11895,    -625,    2244,  -27829,     821,    -899,    9931,   -1649,     335,    1674,    -271,   -5664,   -6053,     315,     704,  100.0,   11.6,   37.3,    0.8,   34.3,   14.8,    1.9,   30.6,   21.0,    6.1,    4.2,    5.0,    1.3,   90.8,   88.1,    9.2,   11.9,    210,      9,     21,.,     41,     22,     13,     35,     49,     23,     14,     19,.,    120,    132,    33.3,    26.6,    42.6,    40.0,    33.1,    26.6,    41.7,    39.8,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160628,2016-06-28,209742,CME ,00,209 ,  220090,   30567,   68194,    2425,   71497,   59577,    3225,   66583,   35173,   14751,    8605,    8987,    2994,  200647,  195325,   19443,   24765,   -8830,   10115,  -33358,    1004,   -4090,   23724,    -996,  -15084,   -7646,    5459,   -1229,   -1694,     620,   -4202,  -12887,   -4628,    4057,  100.0,   13.9,   31.0,    1.1,   32.5,   27.1,    1.5,   30.3,   16.0,    6.7,    3.9,    4.1,    1.4,   91.2,   88.7,    8.8,   11.3,    209,     10,     22,      4,     43,     22,     12,     37,     46,     22,     12,     17,.,    120,    130,    29.3,    29.0,    38.6,    41.0,    28.7,    29.0,    37.5,    41.0,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160621,2016-06-21,209742,CME ,00,209 ,  228920,   20452,  101552,    1420,   75587,   35853,    4221,   81667,   42819,    9292,    9835,   10681,    2374,  204848,  208212,   24072,   20708,  -75162,   -7373,   -1561,  -25077,    2199,   -1680,   -5747,  -22946,  -22575,  -10845,    -287,   -1678,   -1430,  -71507,  -70593,   -3655,   -4569,  100.0,    8.9,   44.4,    0.6,   33.0,   15.7,    1.8,   35.7,   18.7,    4.1,    4.3,    4.7,    1.0,   89.5,   91.0,   10.5,    9.0,    214,      9,     23,      4,     43,     20,     15,     41,     43,     21,     17,     18,      4,    129,    129,    30.5,    26.8,    40.9,    40.9,    30.2,    26.8,    40.3,    40.9,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160614,2016-06-14,209742,CME ,00,209 ,  304082,   27825,  103114,   26497,   73388,   37533,    9968,  104614,   65393,   20136,   10122,   12359,    3804,  276355,  278805,   27727,   25277,   45381,      54,   10469,   23010,   -5314,    4292,    6626,   13549,   -8949,    7691,    -697,    1183,     706,   45626,   45030,    -245,     351,  100.0,    9.2,   33.9,    8.7,   24.1,   12.3,    3.3,   34.4,   21.5,    6.6,    3.3,    4.1,    1.3,   90.9,   91.7,    9.1,    8.3,    248,     16,     21,     16,     45,     22,     14,     52,     49,     32,     18,     24,     11,    164,    157,    23.0,    23.6,    36.4,    38.0,    22.2,    23.4,    30.8,    35.6,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160607,2016-06-07,209742,CME ,00,209 ,  258701,   27771,   92644,    3487,   78702,   33241,    3342,   91065,   74342,   12445,   10819,   11176,    3098,  230729,  233775,   27972,   24926,   11027,   -2430,   15607,    1753,    3066,     979,     -36,    7994,   -1609,   -2000,      30,    -504,      38,    8415,   14228,    2612,   -3201,  100.0,   10.7,   35.8,    1.3,   30.4,   12.8,    1.3,   35.2,   28.7,    4.8,    4.2,    4.3,    1.2,   89.2,   90.4,   10.8,    9.6,    236,     15,     18,      6,     42,     22,     11,     48,     49,     26,     21,     21,      9,    145,    143,    25.1,    27.2,    37.1,    40.0,    25.1,    26.8,    36.5,    39.3,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160531,2016-05-31,209742,CME ,00,209 ,  247674,   30201,   77037,    1734,   75636,   32262,    3378,   83071,   75951,   14445,   10789,   11680,    3060,  222314,  219547,   25360,   28127,   13851,  -25891,   38871,     597,    9211,  -29161,   -2139,   28987,    3477,    1224,     587,    -118,    1152,   13729,   13905,     122,     -54,  100.0,   12.2,   31.1,    0.7,   30.5,   13.0,    1.4,   33.5,   30.7,    5.8,    4.4,    4.7,    1.2,   89.8,   88.6,   10.2,   11.4,    244,     14,     19,      4,     41,     19,     11,     46,     60,     29,     17,     27,      9,    146,    151,    23.5,    25.9,    35.4,    36.9,    23.4,    25.8,    35.3,    36.3,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160524,2016-05-24,209742,CME ,00,209 ,  233823,   56092,   38166,    1136,   66425,   61423,    5517,   54084,   72473,   13221,   10201,   11797,    1908,  208584,  205643,   25239,   28180,   -4355,  -27837,    -418,    -645,    1759,  -12797,     237,   20690,    9575,   -2734,     333,    1572,    -238,   -8434,   -5447,    4079,    1092,  100.0,   24.0,   16.3,    0.5,   28.4,   26.3,    2.4,   23.1,   31.0,    5.7,    4.4,    5.0,    0.8,   89.2,   87.9,   10.8,   12.1,    248,     26,     11,      4,     41,     21,     15,     47,     57,     23,     19,     25,      6,    152,    144,    23.6,    30.2,    33.7,    42.7,    23.6,    30.1,    33.4,    42.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160517,2016-05-17,209742,CME ,00,209 ,  238178,   83929,   38584,    1781,   64666,   74220,    5280,   33394,   62899,   15955,    9868,   10225,    2146,  217018,  211090,   21160,   27088,   -7674,   11347,    -709,      78,  -10122,    2876,     998,   -9457,  -14099,    1038,     591,    -506,     202,   -5325,  -10122,   -2349,    2448,  100.0,   35.2,   16.2,    0.7,   27.2,   31.2,    2.2,   14.0,   26.4,    6.7,    4.1,    4.3,    0.9,   91.1,   88.6,    8.9,   11.4,    232,     26,     12,      7,     36,     25,     16,     34,     57,     27,     17,     24,      6,    140,    148,    30.2,    26.6,    39.0,    39.2,    30.2,    26.5,    38.5,    39.1,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160510,2016-05-10,209742,CME ,00,209 ,  245852,   72581,   39293,    1703,   74788,   71344,    4282,   42851,   76998,   14917,    9277,   10731,    1943,  222343,  221212,   23509,   24640,   -7220,   14532,   -6461,     253,   -1272,    2345,    -329,  -20846,   -7541,    2651,    -544,    1044,    -137,   -5693,   -8176,   -1527,     956,  100.0,   29.5,   16.0,    0.7,   30.4,   29.0,    1.7,   17.4,   31.3,    6.1,    3.8,    4.4,    0.8,   90.4,   90.0,    9.6,   10.0,    233,     22,     13,      7,     43,     23,     13,     38,     52,     25,     13,     28,      6,    139,    145,    28.5,    28.5,    37.5,    42.7,    28.5,    28.4,    37.2,    42.3,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160503,2016-05-03,209742,CME ,00,209 ,  253072,   58050,   45754,    1450,   76060,   68999,    4611,   63696,   84539,   12266,    9822,    9687,    2081,  228036,  229388,   25036,   23684,   14572,   34159,  -35440,     -33,   -2727,   26291,    -444,  -14434,   21877,     956,     -19,    -470,     108,   17566,   12846,   -2994,    1726,  100.0,   22.9,   18.1,    0.6,   30.1,   27.3,    1.8,   25.2,   33.4,    4.8,    3.9,    3.8,    0.8,   90.1,   90.6,    9.9,    9.4,    237,     20,     16,      7,     41,     22,     15,     45,     55,     26,     16,     22,      6,    144,    147,    24.7,    29.9,    36.0,    43.4,    24.7,    29.7,    35.9,    43.2,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160426,2016-04-26,209742,CME ,00,209 ,  238500,   23891,   81194,    1484,   78787,   42708,    5055,   78131,   62661,   11310,    9841,   10158,    1972,  210471,  216542,   28029,   21958,   -9810,   -1201,   -8235,    -619,   -3814,   -1306,     926,   -3034,    3229,   -2174,   -2554,   -1415,      57,  -12412,   -9536,    2602,    -274,  100.0,   10.0,   34.0,    0.6,   33.0,   17.9,    2.1,   32.8,   26.3,    4.7,    4.1,    4.3,    0.8,   88.2,   90.8,   11.8,    9.2,    239,     15,     19,      6,     45,     19,     14,     46,     56,     23,     16,     23,      5,    143,    144,    24.6,    27.7,    35.6,    43.1,    24.6,    27.6,    35.6,    43.0,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160419,2016-04-19,209742,CME ,00,209 ,  248310,   25092,   89429,    2102,   82601,   44014,    4129,   81165,   59432,   13484,   12395,   11572,    1915,  222883,  226078,   25427,   22232,    6852,  -13230,    7880,     100,     237,   -2236,     371,   22447,    3386,   -1538,     671,    -404,   -1000,    8059,    6560,   -1207,     292,  100.0,   10.1,   36.0,    0.8,   33.3,   17.7,    1.7,   32.7,   23.9,    5.4,    5.0,    4.7,    0.8,   89.8,   91.0,   10.2,    9.0,    242,     14,     20,      7,     43,     20,     13,     53,     52,     23,     18,     22,      5,    147,    143,    25.7,    27.2,    36.0,    43.4,    25.7,    27.2,    35.8,    43.3,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160412,2016-04-12,209742,CME ,00,209 ,  241458,   38322,   81549,    2002,   82364,   46250,    3758,   58718,   56046,   15021,   11723,   11976,    2915,  214823,  219517,   26635,   21941,   12117,   -2729,    7399,     296,    5878,    3426,   -1852,    3884,   -2148,    5272,    -290,     770,     378,   10836,   13541,    1281,   -1424,  100.0,   15.9,   33.8,    0.8,   34.1,   19.2,    1.6,   24.3,   23.2,    6.2,    4.9,    5.0,    1.2,   89.0,   90.9,   11.0,    9.1,    235,     18,     18,      7,     45,     20,     12,     47,     47,     25,     15,     25,      7,    146,    140,    23.6,    24.5,    34.5,    40.6,    23.6,    24.5,    34.5,    40.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160405,2016-04-05,209742,CME ,00,209 ,  229341,   41051,   74150,    1706,   76486,   42824,    5610,   54834,   58193,    9749,   12013,   11206,    2537,  203987,  205976,   25354,   23365,   -2185,    2931,    4741,    -428,  -11206,   -3317,    1609,    5483,   -5152,   -1132,     334,     950,     264,   -2145,   -2465,     -40,     280,  100.0,   17.9,   32.3,    0.7,   33.4,   18.7,    2.4,   23.9,   25.4,    4.3,    5.2,    4.9,    1.1,   88.9,   89.8,   11.1,   10.2,    224,     17,     19,      6,     41,     20,      9,     38,     46,     20,     17,     26,      7,    132,    134,    27.1,    24.7,    37.6,    39.6,    27.1,    24.7,    37.6,    39.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160329,2016-03-29,209742,CME ,00,209 ,  231526,   38120,   69409,    2135,   87692,   46141,    4001,   49351,   63346,   10882,   11679,   10256,    2273,  206132,  208442,   25394,   23084,    9012,   -1195,   12172,     136,   -6359,   -4397,     564,   13233,    4885,    -892,     403,   -1714,    -183,    5706,   10570,    3306,   -1558,  100.0,   16.5,   30.0,    0.9,   37.9,   19.9,    1.7,   21.3,   27.4,    4.7,    5.0,    4.4,    1.0,   89.0,   90.0,   11.0,   10.0,    220,     17,     16,      6,     42,     20,     11,     34,     51,     18,     15,     25,      7,    132,    130,    27.0,    25.9,    37.3,    39.5,    27.0,    25.9,    37.3,    39.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160322,2016-03-22,209742,CME ,00,209 ,  222514,   39315,   57237,    1999,   94051,   50538,    3437,   36118,   58461,   11774,   11276,   11970,    2457,  200426,  197872,   22088,   24642,  -75971,    -364,  -28249,  -32205,  -31378,   -3308,   -4785,    3342,    4026,   -7714,    -224,      82,   -1427,  -74755,  -73581,   -1216,   -2390,  100.0,   17.7,   25.7,    0.9,   42.3,   22.7,    1.5,   16.2,   26.3,    5.3,    5.1,    5.4,    1.1,   90.1,   88.9,    9.9,   11.1,    210,     15,     18,      7,     38,     23,     11,     28,     49,     22,     15,     23,      8,    125,    133,    30.6,    25.5,    39.7,    37.9,    30.6,    25.5,    39.6,    37.9,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160315,2016-03-15,209742,CME ,00,209 ,  298485,   39679,   85486,   34204,  125429,   53846,    8222,   32776,   54435,   19487,   11500,   11888,    3884,  275181,  271453,   23304,   27032,   17033,   -9581,  -13316,   28884,     940,   -2668,    2492,  -11842,   -2831,    3391,     859,      68,     182,   15325,   16202,    1708,     831,  100.0,   13.3,   28.6,   11.5,   42.0,   18.0,    2.8,   11.0,   18.2,    6.5,    3.9,    4.0,    1.3,   92.2,   90.9,    7.8,    9.1,    218,     15,     24,     19,     37,     22,     12,     31,     52,     28,     17,     20,      9,    137,    149,    36.9,    18.3,    45.0,    32.3,    34.1,    16.5,    40.7,    27.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160308,2016-03-08,209742,CME ,00,209 ,  281452,   49260,   98802,    5320,  124489,   56514,    5730,   44618,   57267,   16096,   10641,   11820,    3702,  259856,  255251,   21596,   26201,    5444,    5034,   -7019,     322,   -5607,    1542,    -691,    5749,   11663,    -198,     925,     714,     267,    5801,    6601,    -357,   -1157,  100.0,   17.5,   35.1,    1.9,   44.2,   20.1,    2.0,   15.9,   20.3,    5.7,    3.8,    4.2,    1.3,   92.3,   90.7,    7.7,    9.3,    216,     15,     23,      8,     35,     23,     10,     37,     48,     26,     17,     18,      5,    124,    141,    40.2,    19.6,    48.2,    32.9,    40.2,    19.2,    47.9,    32.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160301,2016-03-01,209742,CME ,00,209 ,  276008,   44226,  105821,    4998,  130096,   54972,    6421,   38869,   45603,   16294,    9716,   11106,    3434,  254055,  248650,   21953,   27358,     110,  -10899,   13056,     346,    4329,  -10813,     483,     412,   -5329,    3499,    -213,     817,    -178,   -2222,    1881,    2332,   -1771,  100.0,   16.0,   38.3,    1.8,   47.1,   19.9,    2.3,   14.1,   16.5,    5.9,    3.5,    4.0,    1.2,   92.0,   90.1,    8.0,    9.9,    216,     12,     25,      7,     40,     23,     10,     32,     54,     28,     14,     16,      6,    124,    143,    40.5,    20.2,    47.8,    35.0,    40.5,    19.8,    47.4,    34.7,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE",160223,2016-02-23,209742,CME ,00,209 ,  275898,   55125,   92765,    4652,  125767,   65785,    5938,   38457,   50932,   12796,    9929,   10289,    3612,  256276,  246769,   19622,   29129,  -19932,    -788,     843,    -325,    -953,   -4749,    1282,   -5179,   -7022,   -9006,    -702,    1544,   -1530,  -17202,  -18964,   -2730,    -968,  100.0,   20.0,   33.6,    1.7,   45.6,   23.8,    2.2,   13.9,   18.5,    4.6,    3.6,    3.7,    1.3,   92.9,   89.4,    7.1,   10.6,    209,     12,     25,      7,     35,     24,     11,     27,     54,     24,     13,     19,      4,    111,    144,    43.7,    19.8,    52.0,    34.0,    43.7,    19.3,    51.3,    33.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
